Ag Commodity Prices,,,,,,,,
scenario,region,subregion,sector,2010,2015,2020,2050,Units
BAU,USA,Florida,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Georgia,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Georgia,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Georgia,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Georgia,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Georgia,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Georgia,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Georgia,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Idaho,cotton,1,1,1,1,Index (2010 = 1)
BAU,USA,Idaho,grain,1.000000267,0.977576312,0.961661602,0.966772904,Index (2010 = 1)
BAU,USA,Idaho,oilseed,1.000000319,0.95551216,0.920258435,0.835170959,Index (2010 = 1)
BAU,USA,Idaho,other,1.000000314,0.982372564,0.971763782,1.019938598,Index (2010 = 1)
BAU,USA,Idaho,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Idaho,sugar,0.999998772,0.982303622,0.971514156,1.016595154,Index (2010 = 1)
BAU,USA,Idaho,vegfruit,1.0000003,0.976386052,0.959789578,0.960923265,Index (2010 = 1)
BAU,USA,Illinois,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Illinois,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Illinois,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Illinois,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Illinois,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Illinois,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Illinois,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Indiana,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Indiana,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Indiana,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Indiana,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Indiana,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Indiana,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Indiana,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Iowa,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Iowa,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Iowa,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Iowa,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Iowa,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Iowa,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Iowa,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Kansas,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Kansas,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Kansas,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Kansas,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Kansas,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Kansas,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Kansas,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Kentucky,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Kentucky,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Kentucky,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Kentucky,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Kentucky,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Kentucky,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Kentucky,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Louisiana,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Louisiana,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Louisiana,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Louisiana,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Louisiana,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Louisiana,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Louisiana,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Maine,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Maine,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Maine,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Maine,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Maine,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Maine,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Maine,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Maryland,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Maryland,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Maryland,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Maryland,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Maryland,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Maryland,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Maryland,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Massachusetts,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Massachusetts,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Massachusetts,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Massachusetts,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Massachusetts,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Massachusetts,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Massachusetts,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Michigan,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Michigan,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Michigan,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Michigan,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Michigan,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Michigan,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Michigan,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Minnesota,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Minnesota,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Minnesota,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Minnesota,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Minnesota,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Minnesota,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Minnesota,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Mississippi,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Mississippi,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Mississippi,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Mississippi,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Mississippi,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Mississippi,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Mississippi,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Missouri,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Missouri,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Missouri,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Missouri,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Missouri,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Missouri,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Missouri,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Montana,cotton,1,1,1,1,Index (2010 = 1)
BAU,USA,Montana,grain,1.000000098,0.979349323,0.965159924,0.974159011,Index (2010 = 1)
BAU,USA,Montana,oilseed,1.000000091,0.963894289,0.936329559,0.878084032,Index (2010 = 1)
BAU,USA,Montana,other,1.00000011,0.986564235,0.97897007,1.030244215,Index (2010 = 1)
BAU,USA,Montana,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Montana,sugar,0.999998108,0.985561119,0.976954765,1.020708549,Index (2010 = 1)
BAU,USA,Montana,vegfruit,1.000000044,0.978477269,0.963785077,0.967320081,Index (2010 = 1)
BAU,USA,Nebraska,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Nebraska,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Nebraska,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Nebraska,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Nebraska,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Nebraska,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Nebraska,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Nevada,cotton,1,1,1,1,Index (2010 = 1)
BAU,USA,Nevada,grain,1.000000006,0.986824627,0.981270056,1.029094848,Index (2010 = 1)
BAU,USA,Nevada,oilseed,0.999999993,0.913339848,0.845353523,0.6143295,Index (2010 = 1)
BAU,USA,Nevada,other,1.00000001,0.987906429,0.983005941,1.045467504,Index (2010 = 1)
BAU,USA,Nevada,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Nevada,sugar,1,1,1,1,Index (2010 = 1)
BAU,USA,Nevada,vegfruit,0.999999999,0.984407481,0.975403582,0.99888582,Index (2010 = 1)
BAU,USA,New Hampshire,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,New Hampshire,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,New Hampshire,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,New Hampshire,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,New Hampshire,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,New Hampshire,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,New Hampshire,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,New Jersey,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,New Jersey,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,New Jersey,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,New Jersey,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,New Jersey,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,New Jersey,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,New Jersey,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,New Mexico,cotton,1,0.970770566,0.953599417,0.972647515,Index (2010 = 1)
BAU,USA,New Mexico,grain,0.999999999,0.982186627,0.969271837,0.966920646,Index (2010 = 1)
BAU,USA,New Mexico,oilseed,1.000000022,0.933253444,0.889142032,0.767651256,Index (2010 = 1)
BAU,USA,New Mexico,other,1,0.987714089,0.980326538,1.015415829,Index (2010 = 1)
BAU,USA,New Mexico,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,New Mexico,sugar,1,1,1,1,Index (2010 = 1)
BAU,USA,New Mexico,vegfruit,0.999999991,0.982375688,0.969873517,0.967581451,Index (2010 = 1)
BAU,USA,New York,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,New York,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,New York,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,New York,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,New York,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,New York,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,New York,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,North Carolina,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,North Carolina,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,North Carolina,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,North Carolina,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,North Carolina,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,North Carolina,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,North Carolina,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,North Dakota,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,North Dakota,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,North Dakota,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,North Dakota,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,North Dakota,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,North Dakota,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,North Dakota,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Ohio,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Ohio,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Ohio,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Ohio,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Ohio,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Ohio,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Ohio,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Oklahoma,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Oklahoma,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Oklahoma,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Oklahoma,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Oklahoma,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Oklahoma,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Oklahoma,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Oregon,cotton,1,1,1,1,Index (2010 = 1)
BAU,USA,Oregon,grain,1.000000026,0.978100772,0.961029526,0.946668644,Index (2010 = 1)
BAU,USA,Oregon,oilseed,1.000000069,0.943302237,0.895383637,0.747615698,Index (2010 = 1)
BAU,USA,Oregon,other,1.000000302,0.972993311,0.952290212,0.935876261,Index (2010 = 1)
BAU,USA,Oregon,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Oregon,sugar,1.000005739,0.979350816,0.963859041,0.971667257,Index (2010 = 1)
BAU,USA,Oregon,vegfruit,0.999999969,0.972639418,0.950805307,0.915384688,Index (2010 = 1)
BAU,USA,Pennsylvania,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Pennsylvania,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Pennsylvania,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Pennsylvania,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Pennsylvania,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Pennsylvania,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Pennsylvania,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Rhode Island,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Rhode Island,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Rhode Island,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Rhode Island,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Rhode Island,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Rhode Island,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Rhode Island,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,South Carolina,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,South Carolina,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,South Carolina,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,South Carolina,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,South Carolina,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,South Carolina,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,South Carolina,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,South Dakota,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,South Dakota,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,South Dakota,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,South Dakota,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,South Dakota,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,South Dakota,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,South Dakota,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Tennessee,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Tennessee,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Tennessee,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Tennessee,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Tennessee,pasture,1,1,1,1,Index (2010 = 1)
